Geography,Quarterly_Establishments,July_Employment,August_Employment,September_Employment,Total_Quarterly_Wages,Average_Weekly_Wage,September_Employment_Location_Quotient,Total_Quarterly_Wages_Location_Quotient
"Monona County, Iowa",301,"2,629","2,515","2,616","23,446,467",697,1,1
"Monroe County, Iowa",243,"3,542","3,571","3,621","44,329,729",953,1,1
"Montgomery County, Iowa",389,"4,093","4,049","4,082","42,289,578",798,1,1
"Muscatine County, Iowa","1,209","23,414","23,284","23,241","286,743,113",946,1,1
"Obrien County, Iowa",605,"6,629","6,557","6,584","63,717,252",744,1,1
"Osceola County, Iowa",260,"2,374","2,385","2,340","23,632,134",768,1,1
"Page County, Iowa",493,"6,166","6,069","6,118","60,784,182",764,1,1
"Palo Alto County, Iowa",352,"3,767","3,740","3,843","34,793,895",707,1,1
"Plymouth County, Iowa",820,"11,689","11,698","11,522","163,647,783","1,082",1,1
"Pocahontas County, Iowa",283,"3,258","3,321","3,540","42,832,077",977,1,1
"Polk County, Iowa","18,237","305,440","306,679","303,008","4,274,483,549","1,078",1,1
"Pottawattamie County, Iowa","2,578","40,143","40,063","40,037","440,427,442",845,1,1
"Poweshiek County, Iowa",689,"10,088","9,902","10,106","114,616,450",879,1,1
"Ringgold County, Iowa",190,"1,362","1,379","1,393","12,613,449",704,1,1
"Sac County, Iowa",394,"3,022","2,935","2,985","27,388,639",707,1,1
"Scott County, Iowa","5,790","91,915","91,930","91,306","1,066,953,470",895,1,1
"Shelby County, Iowa",440,"5,905","5,821","5,747","58,339,219",770,1,1
"Sioux County, Iowa","1,511","21,518","21,398","21,345","224,729,211",807,1,1
"Story County, Iowa","2,680","46,348","45,503","46,721","586,059,998",976,1,1
"Tama County, Iowa",436,"5,658","5,502","5,470","55,155,915",765,1,1
"Taylor County, Iowa",192,"2,017","2,007","2,020","19,938,781",761,1,1
"Union County, Iowa",440,"5,996","5,941","6,057","58,246,117",747,1,1
"Van Buren County, Iowa",217,"1,966","1,942","1,582","18,207,731",765,1,1
"Wapello County, Iowa",887,"15,972","15,840","16,063","163,962,090",790,1,1
"Warren County, Iowa","1,144","11,667","11,571","11,956","117,790,432",772,1,1
"Washington County, Iowa",797,"8,407","8,389","8,314","77,774,977",715,1,1
"Wayne County, Iowa",188,"1,855","1,821","1,880","18,214,824",757,1,1
"Webster County, Iowa","1,211","18,262","18,350","18,460","212,804,969",892,1,1
"Winnebago County, Iowa",402,"4,249","4,307","4,321","40,651,798",729,1,1
"Winneshiek County, Iowa",740,"10,601","10,550","10,684","110,895,970",804,1,1
"Woodbury County, Iowa","3,205","51,859","51,594","52,074","551,767,732",819,1,1
"Worth County, Iowa",244,"2,409","2,432","2,392","21,681,882",692,1,1
"Wright County, Iowa",500,"6,070","6,125","6,066","66,311,655",838,1,1
"Unknown Or Undefined, Iowa",26,"2,683","3,029","2,161","38,993,676","1,143",1,1
Kansas,"87,587","1,373,102","1,381,947","1,394,472","16,062,148,276",893,1,1
"Allen County, Kansas",381,"5,462","5,383","5,760","50,334,389",700,1,1
"Anderson County, Kansas",230,"2,192","2,134","2,141","17,593,412",628,1,1
"Atchison County, Kansas",400,"5,426","5,520","5,637","53,177,587",740,1,1
"Barber County, Kansas",212,"1,595","1,550","1,587","13,684,669",667,1,1
"Barton County, Kansas",941,"11,915","11,852","11,792","110,400,091",716,1,1
"Bourbon County, Kansas",355,"5,861","5,786","5,810","50,466,632",667,1,1
"Brown County, Kansas",333,"5,143","5,137","5,198","51,178,566",763,1,1
"Butler County, Kansas","1,429","17,963","17,859","19,461","179,745,767",750,1,1
"Chase County, Kansas",88,"1,064",970,981,"8,871,751",679,1,1
"Chautauqua County, Kansas",98,748,718,759,"5,345,899",554,1,1
"Cherokee County, Kansas",400,"5,899","5,913","6,043","59,033,013",763,1,1
"Cheyenne County, Kansas",132,864,838,881,"7,364,422",658,1,1
"Clark County, Kansas",85,716,718,731,"6,626,788",706,1,1
"Clay County, Kansas",289,"2,818","2,895","3,057","22,202,937",584,1,1
"Cloud County, Kansas",291,"3,053","3,022","3,095","23,539,815",592,1,1
"Coffey County, Kansas",255,"3,456","3,391","3,863","50,759,863","1,094",1,1
"Comanche County, Kansas",89,613,606,611,"4,711,340",594,1,1
"Cowley County, Kansas",768,"12,937","13,332","13,680","131,729,306",761,1,1
"Crawford County, Kansas",963,"16,733","16,739","16,936","149,043,045",682,1,1
"Decatur County, Kansas",135,952,961,928,"7,094,619",576,1,1
"Dickinson County, Kansas",508,"5,926","5,928","6,056","53,347,410",687,1,1
"Doniphan County, Kansas",199,"2,228","2,207","2,244","20,972,862",725,1,1
"Douglas County, Kansas","3,085","47,555","48,960","49,816","484,704,524",764,1,1
"Edwards County, Kansas",134,934,945,934,"8,604,717",706,1,1
"Elk County, Kansas",84,480,520,604,"2,867,688",413,1,1
"Ellis County, Kansas","1,087","14,991","14,734","15,494","143,456,993",732,1,1
"Ellsworth County, Kansas",184,"2,299","2,263","2,310","20,769,479",697,1,1
"Finney County, Kansas","1,089","19,256","19,142","19,634","202,560,643",805,1,1
"Ford County, Kansas",820,"16,522","17,321","17,021","177,748,386",806,1,1
"Franklin County, Kansas",601,"9,002","8,979","9,321","87,761,966",742,1,1
"Geary County, Kansas",678,"12,171","12,300","12,709","133,735,396",830,1,1
"Gove County, Kansas",152,"1,271","1,286","1,297","10,537,196",631,1,1
"Graham County, Kansas",106,828,846,845,"7,229,821",662,1,1
"Grant County, Kansas",246,"2,738","2,758","2,842","30,262,422",838,1,1
"Gray County, Kansas",321,"2,726","2,782","3,075","28,069,323",755,1,1
"Greeley County, Kansas",66,588,588,604,"5,143,662",667,1,1
"Greenwood County, Kansas",212,"1,463","1,607","1,726","12,875,924",620,1,1
"Hamilton County, Kansas",97,"1,478","1,488","1,529","14,645,118",752,1,1
"Harper County, Kansas",209,"2,307","2,370","2,409","23,990,081",781,1,1
"Harvey County, Kansas",758,"13,421","14,043","14,008","134,719,917",750,1,1
"Haskell County, Kansas",161,"1,690","1,692","1,706","18,030,579",818,1,1
"Hodgeman County, Kansas",75,615,594,587,"4,943,114",635,1,1
"Jackson County, Kansas",303,"3,968","3,993","4,269","34,618,923",653,1,1
"Jefferson County, Kansas",361,"3,542","3,551","3,703","35,353,956",756,1,1
"Jewell County, Kansas",99,743,754,747,"5,609,147",577,1,1
"Johnson County, Kansas","23,501","355,936","357,171","353,227","4,959,288,433","1,073",1,1
"Kearny County, Kansas",135,"1,404","1,398","1,458","13,032,269",706,1,1
"Kingman County, Kansas",235,"2,100","2,150","2,228","18,728,183",667,1,1
"Kiowa County, Kansas",106,"1,058","1,085","1,178","8,958,943",623,1,1
"Labette County, Kansas",476,"8,620","8,686","8,770","80,953,790",716,1,1
"Lane County, Kansas",84,601,600,626,"6,196,418",783,1,1
"Leavenworth County, Kansas","1,372","20,770","20,881","21,296","249,144,656",913,1,1
"Lincoln County, Kansas",105,880,870,939,"7,694,040",660,1,1
"Linn County, Kansas",240,"1,868","1,876","1,967","20,426,423",825,1,1
"Logan County, Kansas",133,"1,048","1,055","1,255","10,019,641",689,1,1
"Lyon County, Kansas",847,"14,602","14,891","15,215","132,775,886",685,1,1
"McPherson County, Kansas",927,"15,338","15,746","15,675","180,714,559",892,1,1
"Marion County, Kansas",326,"3,366","3,378","3,587","27,218,650",608,1,1
"Marshall County, Kansas",389,"4,575","4,559","4,623","44,445,529",746,1,1
"Meade County, Kansas",151,"1,576","1,571","1,616","17,027,333",825,1,1
"Miami County, Kansas",817,"8,394","8,533","8,693","82,831,539",746,1,1
"Mitchell County, Kansas",258,"3,074","3,053","2,991","26,544,315",672,1,1
"Montgomery County, Kansas","1,704","14,287","14,282","14,415","125,961,423",676,1,1
"Morris County, Kansas",149,"1,468","1,467","1,560","12,148,697",624,1,1
"Morton County, Kansas",96,755,769,818,"6,853,696",675,1,1
"Nemaha County, Kansas",403,"4,923","4,874","4,999","47,741,488",745,1,1
"Neosho County, Kansas",482,"6,272","6,315","6,428","57,917,949",703,1,1
"Ness County, Kansas",145,"1,117","1,115","1,131","10,463,410",718,1,1
"Norton County, Kansas",190,"2,341","2,288","2,331","21,983,502",729,1,1
"Osage County, Kansas",313,"2,586","2,580","2,861","19,521,536",561,1,1
"Osborne County, Kansas",185,"1,445","1,457","1,504","13,563,726",710,1,1
"Ottawa County, Kansas",167,"1,269","1,231","1,268","9,454,337",579,1,1
"Pawnee County, Kansas",207,"2,833","2,764","2,747","24,530,676",678,1,1
"Phillips County, Kansas",240,"2,214","2,180","2,334","20,947,519",718,1,1
"Pottawatomie County, Kansas",629,"9,517","9,698","9,801","96,518,469",768,1,1
"Pratt County, Kansas",352,"4,408","4,463","4,583","45,028,179",772,1,1
"Rawlins County, Kansas",125,971,972,980,"8,301,733",655,1,1
"Reno County, Kansas","1,604","26,130","26,010","27,189","250,386,587",728,1,1
"Republic County, Kansas",218,"1,774","1,771","1,778","13,469,882",584,1,1
"Rice County, Kansas",330,"3,976","3,778","3,881","40,187,444",797,1,1
"Riley County, Kansas","1,685","28,614","28,352","29,310","278,228,905",744,1,1
"Rooks County, Kansas",200,"1,747","1,772","1,808","14,892,873",645,1,1
"Rush County, Kansas",103,"1,080","1,074","1,063","8,894,851",638,1,1
"Russell County, Kansas",292,"2,374","2,312","2,319","19,880,112",655,1,1
"Saline County, Kansas","1,452","29,695","30,310","29,871","298,780,285",767,1,1
"Scott County, Kansas",262,"2,345","2,297","2,347","22,161,097",732,1,1
"Sedgwick County, Kansas","12,530","253,832","253,984","257,555","2,967,394,332",895,1,1
"Seward County, Kansas",585,"10,396","10,695","10,593","107,801,453",785,1,1
"Shawnee County, Kansas","5,019","96,494","96,756","95,928","1,092,688,539",872,1,1
"Sheridan County, Kansas",133,946,947,964,"8,959,571",724,1,1
"Sherman County, Kansas",259,"2,406","2,376","2,361","21,214,028",685,1,1
"Smith County, Kansas",157,"1,212","1,200","1,266","9,907,112",622,1,1
"Stafford County, Kansas",176,"1,174","1,202","1,257","9,745,079",619,1,1
"Stanton County, Kansas",97,828,830,869,"8,602,861",786,1,1
"Stevens County, Kansas",183,"1,777","1,765","1,822","17,055,645",734,1,1
"Sumner County, Kansas",517,"6,228","6,464","6,634","56,579,043",676,1,1
"Thomas County, Kansas",400,"4,089","4,056","4,102","38,872,620",732,1,1
"Trego County, Kansas",134,"1,236","1,208","1,276","10,958,097",680,1,1
"Wabaunsee County, Kansas",170,"1,249","1,277","1,379","10,711,411",633,1,1
"Wallace County, Kansas",88,511,508,527,"3,987,171",595,1,1
"Washington County, Kansas",277,"1,933","1,941","2,007","14,766,572",579,1,1
"Wichita County, Kansas",110,802,764,815,"8,529,097",827,1,1
"Wilson County, Kansas",227,"3,471","3,493","3,599","32,858,979",718,1,1
"Woodson County, Kansas",100,704,712,695,"5,045,657",552,1,1
"Wyandotte County, Kansas","3,431","88,394","91,240","91,605","1,217,686,386","1,036",1,1
"Unknown Or Undefined, Kansas","1,850","21,917","21,920","22,107","359,502,482","1,258",1,1
Kentucky,"123,748","1,837,981","1,898,922","1,911,336","21,633,003,466",884,1,1
"Adair County, Kentucky",394,"4,097","4,229","4,584","34,478,297",616,1,1
"Allen County, Kentucky",311,"4,249","4,595","4,662","40,992,020",700,1,1
"Anderson County, Kentucky",413,"4,508","4,930","4,955","46,258,584",742,1,1
"Ballard County, Kentucky",171,"1,482","1,579","1,618","18,254,809",900,1,1
"Barren County, Kentucky","1,040","15,839","16,050","16,607","142,793,874",679,1,1
"Bath County, Kentucky",194,"1,766","2,001","2,059","17,577,678",696,1,1
"Bell County, Kentucky",559,"7,874","7,958","8,057","65,113,658",629,1,1
"Boone County, Kentucky","4,532","93,139","95,342","95,247","1,123,376,679",914,1,1
"Bourbon County, Kentucky",526,"6,554","6,848","6,821","70,843,727",808,1,1
"Boyd County, Kentucky","1,559","23,283","24,384","24,559","289,867,128",926,1,1
"Boyle County, Kentucky",860,"13,581","13,982","14,106","139,398,551",772,1,1
"Bracken County, Kentucky",158,"1,060","1,202","1,243","10,301,462",678,1,1
"Breathitt County, Kentucky",317,"2,426","2,578","2,759","21,263,050",632,1,1
"Breckinridge County, Kentucky",350,"3,512","3,490","3,434","26,929,275",595,1,1
"Bullitt County, Kentucky","1,353","24,131","25,924","25,869","248,347,304",755,1,1
"Butler County, Kentucky",258,"2,842","2,837","2,844","25,263,850",684,1,1
"Caldwell County, Kentucky",344,"3,895","4,147","4,147","36,089,935",683,1,1
"Calloway County, Kentucky","1,032","15,749","16,354","16,388","145,547,559",693,1,1
"Campbell County, Kentucky","2,283","28,883","30,624","30,636","326,647,325",836,1,1
"Carlisle County, Kentucky",125,884,995,"1,071","9,337,651",730,1,1
"Carroll County, Kentucky",317,"7,029","7,032","7,023","99,743,926","1,092",1,1
"Carter County, Kentucky",544,"4,970","5,049","5,638","42,476,498",626,1,1
"Casey County, Kentucky",293,"3,840","3,840","3,912","28,768,272",573,1,1
"Christian County, Kentucky","1,693","30,957","31,264","31,115","332,409,824",822,1,1
"Clark County, Kentucky",861,"13,803","14,558","14,652","156,257,033",838,1,1
"Clay County, Kentucky",390,"3,454","3,982","3,996","34,142,807",689,1,1
"Clinton County, Kentucky",253,"3,995","4,076","4,046","29,766,051",567,1,1
"Crittenden County, Kentucky",175,"1,763","1,945","1,955","15,325,227",625,1,1
"Cumberland County, Kentucky",133,"1,867","1,947","2,041","17,317,999",683,1,1
"Daviess County, Kentucky","2,895","44,307","46,619","46,471","479,418,679",805,1,1
"Edmonson County, Kentucky",153,"1,649","1,600","1,550","13,180,109",634,1,1
"Elliott County, Kentucky",97,911,946,942,"6,371,881",525,1,1
"Estill County, Kentucky",217,"2,121","2,225","2,478","18,586,782",629,1,1
"Fayette County, Kentucky","11,366","190,414","196,394","196,858","2,372,175,762",938,1,1
"Fleming County, Kentucky",329,"2,937","2,922","3,138","26,892,188",690,1,1
"Floyd County, Kentucky",955,"9,817","10,264","10,633","100,568,255",756,1,1
"Franklin County, Kentucky","1,983","31,899","32,462","32,314","357,249,327",853,1,1
"Fulton County, Kentucky",197,"2,053","2,068","2,086","15,777,018",587,1,1
"Gallatin County, Kentucky",144,"2,770","2,523","2,536","31,952,710",942,1,1
"Garrard County, Kentucky",323,"1,811","1,810","2,196","16,798,768",666,1,1
"Grant County, Kentucky",477,"4,340","4,915","4,929","46,628,294",759,1,1
"Graves County, Kentucky",860,"10,766","11,556","11,545","110,161,547",751,1,1
"Grayson County, Kentucky",590,"7,302","8,050","8,034","68,289,782",674,1,1
"Green County, Kentucky",189,"1,423","1,486","1,722","11,915,407",594,1,1
"Greenup County, Kentucky",600,"7,364","7,718","7,698","73,614,541",746,1,1
"Hancock County, Kentucky",183,"3,894","3,924","4,118","68,674,640","1,328",1,1
"Hardin County, Kentucky","2,929","46,333","46,777","48,101","518,496,276",847,1,1
"Harlan County, Kentucky",488,"5,759","5,898","5,934","48,919,267",642,1,1
"Harrison County, Kentucky",349,"4,765","5,142","5,169","50,942,535",780,1,1
"Hart County, Kentucky",337,"4,823","4,894","4,995","44,966,181",705,1,1
"Henderson County, Kentucky","1,165","18,613","19,238","19,650","205,363,040",824,1,1
"Henry County, Kentucky",307,"2,443","2,833","2,879","24,641,930",697,1,1
"Hickman County, Kentucky",98,848,854,920,"6,537,120",575,1,1
"Hopkins County, Kentucky","1,068","16,708","16,778","16,749","176,081,110",809,1,1
"Jackson County, Kentucky",151,"1,365","1,688","1,710","12,891,503",625,1,1
"Jefferson County, Kentucky","25,954","461,504","473,552","472,791","6,320,452,400","1,036",1,1
"Jessamine County, Kentucky","1,353","16,041","16,198","17,391","166,086,446",772,1,1
"Johnson County, Kentucky",504,"5,199","5,209","5,163","42,244,221",626,1,1
"Kenton County, Kentucky","4,313","65,963","67,856","68,261","926,730,273","1,058",1,1
"Knott County, Kentucky",260,"1,848","2,194","2,135","17,454,614",652,1,1
"Knox County, Kentucky",589,"7,194","7,845","7,999","64,205,359",643,1,1
"Larue County, Kentucky",256,"2,175","2,473","2,519","19,982,604",643,1,1
"Laurel County, Kentucky","1,557","25,493","26,483","26,503","237,878,992",699,1,1
"Lawrence County, Kentucky",263,"3,162","3,541","3,544","29,090,273",655,1,1
"Lee County, Kentucky",153,"1,606","1,691","1,662","14,584,289",679,1,1
"Leslie County, Kentucky",170,"1,361","1,562","1,580","12,852,573",659,1,1
"Letcher County, Kentucky",442,"3,865","4,417","4,455","36,082,341",654,1,1
"Lewis County, Kentucky",201,"1,847","1,866","1,881","13,914,331",574,1,1
"Lincoln County, Kentucky",414,"3,429","3,947","3,979","31,492,858",640,1,1
"Livingston County, Kentucky",204,"2,506","2,721","2,720","31,892,674",926,1,1
"Logan County, Kentucky",627,"8,460","9,053","9,007","95,884,328",834,1,1
"Lyon County, Kentucky",223,"2,771","2,808","2,598","21,216,562",599,1,1
"McCracken County, Kentucky","2,444","38,187","39,200","39,232","435,303,067",861,1,1
"McCreary County, Kentucky",254,"2,703","2,756","2,662","21,984,237",625,1,1
"McLean County, Kentucky",210,"1,851","2,096","2,138","21,162,959",803,1,1
"Madison County, Kentucky","2,120","32,435","32,837","34,505","339,731,921",786,1,1
"Magoffin County, Kentucky",211,"1,553","1,850","1,881","12,475,997",545,1,1
"Marion County, Kentucky",449,"8,422","8,715","8,772","85,271,959",760,1,1
"Marshall County, Kentucky",830,"11,034","11,575","11,641","143,831,547",969,1,1
"Martin County, Kentucky",187,"2,054","2,311","2,316","23,936,468",827,1,1
"Mason County, Kentucky",527,"8,077","8,367","8,334","83,524,971",778,1,1
"Meade County, Kentucky",428,"3,970","4,080","4,365","37,030,465",688,1,1
"Menifee County, Kentucky",102,855,977,974,"7,794,792",641,1,1
"Mercer County, Kentucky",454,"6,116","6,506","6,465","70,687,396",855,1,1
"Metcalfe County, Kentucky",183,"1,715","1,883","1,873","16,140,717",681,1,1
"Monroe County, Kentucky",260,"2,978","3,045","3,290","26,008,852",644,1,1
"Montgomery County, Kentucky",673,"9,798","10,355","10,388","103,160,952",779,1,1
"Morgan County, Kentucky",223,"2,783","3,014","3,026","26,580,224",695,1,1
"Muhlenberg County, Kentucky",619,"7,738","7,927","8,080","81,681,353",794,1,1
"Nelson County, Kentucky","1,214","15,600","16,472","16,494","173,758,346",826,1,1
"Nicholas County, Kentucky",97,757,898,889,"5,565,261",505,1,1
"Ohio County, Kentucky",431,"7,318","7,924","7,827","69,584,847",696,1,1
"Oldham County, Kentucky","1,689","15,690","15,905","16,870","184,055,056",876,1,1
"Owen County, Kentucky",131,"1,204","1,225","1,442","13,107,294",781,1,1
"Owsley County, Kentucky",85,667,654,652,"4,852,573",568,1,1
"Pendleton County, Kentucky",223,"2,093","2,361","2,354","22,151,614",751,1,1
"Perry County, Kentucky",816,"11,152","11,561","11,684","112,625,554",756,1,1
"Pike County, Kentucky","1,446","20,510","20,682","20,750","214,224,892",798,1,1
"Powell County, Kentucky",242,"2,691","2,710","2,678","20,029,661",572,1,1
"Pulaski County, Kentucky","1,711","25,328","26,803","26,697","237,720,991",696,1,1
"Robertson County, Kentucky",49,248,290,335,"2,046,336",541,1,1
"Rockcastle County, Kentucky",247,"3,509","3,563","3,937","31,408,591",658,1,1
"Rowan County, Kentucky",629,"9,583","9,988","10,285","92,299,032",713,1,1
"Russell County, Kentucky",408,"5,532","5,942","5,828","45,890,647",612,1,1
"Scott County, Kentucky","1,260","27,149","26,968","26,889","339,586,617",967,1,1
"Shelby County, Kentucky","1,219","16,638","16,422","16,287","164,594,445",770,1,1
"Simpson County, Kentucky",509,"8,690","9,094","9,080","95,222,972",818,1,1
"Spencer County, Kentucky",323,"1,798","2,067","2,134","16,428,175",632,1,1
"Taylor County, Kentucky",724,"11,635","11,877","12,127","99,645,821",645,1,1
"Todd County, Kentucky",261,"2,253","2,284","2,309","17,921,096",604,1,1
"Trigg County, Kentucky",279,"2,919","3,200","3,132","24,012,206",599,1,1
"Trimble County, Kentucky",121,937,"1,055","1,107","11,527,887",858,1,1
"Union County, Kentucky",336,"4,776","5,038","5,121","57,095,185",882,1,1
"Warren County, Kentucky","3,881","62,713","65,285","66,210","674,662,115",802,1,1
"Washington County, Kentucky",301,"3,235","3,299","3,400","31,425,990",730,1,1
"Wayne County, Kentucky",361,"5,827","5,416","5,739","42,489,743",577,1,1
"Webster County, Kentucky",248,"2,982","3,217","3,088","35,557,973",884,1,1
"Whitley County, Kentucky",833,"11,847","12,500","12,169","111,541,837",705,1,1
"Wolfe County, Kentucky",145,"1,046","1,229","1,283","8,764,272",568,1,1
"Woodford County, Kentucky",777,"8,787","9,366","9,423","100,089,969",838,1,1
"Unknown Or Undefined, Kentucky","5,207","27,307","27,391","27,587","452,778,748","1,270",1,1
Louisiana,"135,364","1,893,026","1,918,200","1,918,292","22,894,868,993",922,1,1
"Acadia Parish, Louisiana","1,329","14,251","14,285","14,235","124,444,051",671,1,1
"Allen Parish, Louisiana",430,"7,357","7,599","7,934","77,276,458",779,1,1
"Ascension Parish, Louisiana","3,046","46,097","46,123","46,066","639,901,998","1,068",1,1
"Assumption Parish, Louisiana",308,"3,861","3,850","3,888","41,740,291",830,1,1
"Avoyelles Parish, Louisiana",890,"10,203","10,425","10,434","83,800,752",623,1,1
"Beauregard Parish, Louisiana",764,"8,091","8,395","8,356","84,430,077",784,1,1
"Bienville Parish, Louisiana",315,"4,319","4,353","4,226","39,761,689",711,1,1
"Bossier Parish, Louisiana","3,045","44,400","44,933","44,435","458,561,641",791,1,1
"Caddo Parish, Louisiana","7,328","110,505","111,563","110,668","1,233,672,383",856,1,1
"Calcasieu Parish, Louisiana","5,495","100,880","100,906","100,808","1,279,416,647",976,1,1
"Caldwell Parish, Louisiana",217,"2,212","2,252","2,275","19,430,096",665,1,1
"Cameron Parish, Louisiana",164,"9,176","9,232","8,935","188,442,888","1,590",1,1
"Catahoula Parish, Louisiana",247,"1,984","2,085","2,098","16,164,458",605,1,1
"Claiborne Parish, Louisiana",279,"3,391","3,437","3,388","32,204,635",727,1,1
"Concordia Parish, Louisiana",449,"5,234","5,525","5,556","46,497,309",658,1,1
"De Soto Parish, Louisiana",554,"6,716","6,750","6,710","82,166,394",940,1,1
"East Baton Rouge Parish, Louisiana","16,253","257,916","264,616","264,524","3,438,922,153","1,008",1,1
"East Carroll Parish, Louisiana",179,"1,676","1,722","1,743","12,376,435",556,1,1
"East Feliciana Parish, Louisiana",353,"5,081","5,191","5,214","57,083,501",851,1,1
"Evangeline Parish, Louisiana",633,"7,252","7,263","7,510","58,411,604",612,1,1
"Franklin Parish, Louisiana",445,"4,797","4,795","4,816","37,204,114",596,1,1
"Grant Parish, Louisiana",239,"3,409","3,486","3,374","35,160,989",790,1,1
"Iberia Parish, Louisiana","1,864","26,049","26,264","26,468","310,529,090",910,1,1
"Iberville Parish, Louisiana",770,"15,112","15,152","14,979","254,024,967","1,296",1,1
"Jackson Parish, Louisiana",293,"3,451","3,384","3,399","33,483,389",755,1,1
"Jefferson Parish, Louisiana","14,323","188,918","189,598","188,441","2,320,627,352",945,1,1
"Jefferson Davis Parish, Louisiana",765,"8,431","8,531","8,353","78,163,973",713,1,1
"Lafayette Parish, Louisiana","10,084","130,263","131,867","131,365","1,574,823,363",924,1,1
"Lafourche Parish, Louisiana","2,040","32,975","35,072","34,807","443,820,952",996,1,1
"LaSalle Parish, Louisiana",442,"4,773","4,808","4,855","47,394,197",758,1,1
"Lincoln Parish, Louisiana","1,308","18,727","18,966","19,238","171,447,867",695,1,1
"Livingston Parish, Louisiana","2,404","28,952","29,631","29,761","288,002,022",752,1,1
"Madison Parish, Louisiana",277,"3,144","3,177","3,135","24,964,756",609,1,1
"Morehouse Parish, Louisiana",546,"6,275","6,429","6,601","58,154,869",695,1,1
"Natchitoches Parish, Louisiana",959,"13,088","13,248","13,437","123,562,594",717,1,1
"Orleans Parish, Louisiana","13,553","194,934","198,249","199,957","2,554,584,953",994,1,1
"Ouachita Parish, Louisiana","4,813","67,302","67,575","69,815","679,685,854",766,1,1
"Plaquemines Parish, Louisiana",776,"11,539","11,454","11,946","190,987,978","1,261",1,1
"Pointe Coupee Parish, Louisiana",494,"4,892","5,349","5,417","51,716,425",762,1,1
"Rapides Parish, Louisiana","3,717","56,292","56,723","56,613","584,049,039",795,1,1
"Red River Parish, Louisiana",192,"2,506","2,523","2,509","23,060,017",706,1,1
"Richland Parish, Louisiana",532,"6,367","6,461","6,520","53,710,252",641,1,1
"Sabine Parish, Louisiana",575,"5,512","5,516","5,505","48,792,308",681,1,1
"St. Bernard Parish, Louisiana",851,"10,198","10,366","10,189","127,731,813",958,1,1
"St. Charles Parish, Louisiana","1,268","23,508","23,939","23,441","404,307,060","1,316",1,1
"St. Helena Parish, Louisiana",134,"1,624","1,652","1,623","15,407,608",726,1,1
"St. James Parish, Louisiana",417,"8,200","8,234","8,300","141,555,833","1,321",1,1
"St. John the Baptist Parish, Louisiana",934,"13,811","14,416","14,391","195,740,406","1,060",1,1
"St. Landry Parish, Louisiana","1,919","23,942","23,860","23,789","217,938,476",703,1,1
"St. Martin Parish, Louisiana",991,"12,044","11,997","11,952","126,484,971",811,1,1
"St. Mary Parish, Louisiana","1,417","21,087","21,307","21,368","263,037,969",952,1,1
"St. Tammany Parish, Louisiana","8,771","90,630","90,781","90,377","1,057,648,536",898,1,1
"Tangipahoa Parish, Louisiana","3,082","42,895","44,129","44,120","395,063,923",695,1,1
"Tensas Parish, Louisiana",142,840,872,925,"7,385,831",646,1,1
"Terrebonne Parish, Louisiana","3,295","50,111","50,509","50,141","644,017,704",986,1,1
"Union Parish, Louisiana",409,"5,029","5,056","5,036","41,870,340",639,1,1
"Vermilion Parish, Louisiana","1,197","12,534","12,641","12,823","132,122,095",802,1,1
"Vernon Parish, Louisiana",939,"12,665","12,824","12,939","129,001,294",775,1,1
"Washington Parish, Louisiana",803,"10,017","10,102","10,147","88,019,556",671,1,1
"Webster Parish, Louisiana",934,"11,445","11,527","11,665","110,517,751",736,1,1
"West Baton Rouge Parish, Louisiana",745,"12,087","12,066","12,288","165,393,121","1,047",1,1
"West Carroll Parish, Louisiana",214,"2,052","2,076","2,135","15,878,296",585,1,1
"West Feliciana Parish, Louisiana",279,"5,516","5,566","5,561","73,747,118","1,023",1,1
"Winn Parish, Louisiana",336,"4,565","4,568","4,551","42,741,606",721,1,1
"Unknown Or Undefined, Louisiana","2,598","29,916","30,949","30,217","496,600,906","1,258",1,1
Maine,"53,811","640,518","640,536","634,547","7,352,450,528",886,1,1
"Androscoggin County, Maine","3,155","49,350","49,473","50,131","547,490,407",848,1,1
"Aroostook County, Maine","2,282","26,629","26,930","27,309","266,174,664",760,1,1
"Cumberland County, Maine","14,264","192,085","191,363","189,183","2,498,576,541","1,007",1,1
"Franklin County, Maine",971,"10,332","10,411","10,490","99,170,856",733,1,1
"Hancock County, Maine","2,660","25,973","26,202","25,127","254,621,632",760,1,1
"Kennebec County, Maine","3,917","61,453","61,120","61,117","683,687,159",859,1,1
"Knox County, Maine","2,020","18,667","18,620","18,032","192,114,278",801,1,1
"Lincoln County, Maine","1,604","12,755","12,710","12,062","115,598,357",711,1,1
"Oxford County, Maine","1,574","17,076","16,861","16,898","164,156,194",745,1,1
"Penobscot County, Maine","4,614","70,795","71,089","71,902","781,938,740",844,1,1
"Piscataquis County, Maine",545,"5,575","5,563","5,685","50,705,037",696,1,1
"Sagadahoc County, Maine","1,171","16,332","16,328","16,445","197,545,734",928,1,1
"Somerset County, Maine","1,420","16,152","16,259","16,132","164,106,891",780,1,1
"Waldo County, Maine","1,232","12,018","11,819","11,821","117,000,746",757,1,1
"Washington County, Maine","1,066","10,108","10,675","10,362","98,834,505",732,1,1
"York County, Maine","6,994","81,400","81,077","77,645","895,743,695",861,1,1
"Unknown Or Undefined, Maine","4,322","13,818","14,036","14,206","224,985,092","1,234",1,1
