Geography,Quarterly_Establishments,July_Employment,August_Employment,September_Employment,Total_Quarterly_Wages,Average_Weekly_Wage,September_Employment_Location_Quotient,Total_Quarterly_Wages_Location_Quotient
"Cherokee County, Iowa",455,"4,684","4,768","4,843","45,773,065",739,1,1
"Chickasaw County, Iowa",437,"4,788","4,964","5,073","50,457,611",785,1,1
"Clarke County, Iowa",242,"4,447","4,477","4,521","42,040,981",722,1,1
"Clay County, Iowa",739,"8,417","8,601","8,874","87,863,121",783,1,1
"Clayton County, Iowa",630,"6,742","7,042","7,119","69,210,189",764,1,1
"Clinton County, Iowa","1,417","20,860","21,034","21,013","203,855,634",748,1,1
"Crawford County, Iowa",496,"6,922","6,939","6,964","70,992,098",787,1,1
"Dallas County, Iowa","2,597","44,773","45,450","45,971","586,805,033",994,1,1
"Decatur County, Iowa",224,"2,407","2,454","2,430","19,782,775",626,1,1
"Delaware County, Iowa",579,"6,586","6,725","6,840","70,083,622",803,1,1
"Des Moines County, Iowa","1,373","21,999","22,512","22,696","224,074,238",769,1,1
"Dickinson County, Iowa",893,"8,861","9,795","11,050","87,112,409",677,1,1
"Dubuque County, Iowa","3,300","58,506","59,635","60,142","645,059,057",835,1,1
"Emmet County, Iowa",334,"3,878","3,942","3,979","37,625,148",736,1,1
"Fayette County, Iowa",682,"7,231","7,305","7,439","67,025,465",704,1,1
"Floyd County, Iowa",506,"6,139","6,208","6,356","63,108,250",779,1,1
"Franklin County, Iowa",385,"3,912","4,035","4,167","43,272,624",824,1,1
"Fremont County, Iowa",269,"2,245","2,291","2,330","19,843,693",667,1,1
"Greene County, Iowa",332,"3,380","3,410","3,434","33,871,022",765,1,1
"Grundy County, Iowa",368,"3,993","4,210","4,361","45,885,468",843,1,1
"Guthrie County, Iowa",379,"3,065","3,187","3,279","31,571,008",764,1,1
"Hamilton County, Iowa",504,"5,818","5,939","6,050","59,259,983",768,1,1
"Hancock County, Iowa",373,"6,497","6,513","6,655","72,688,355",853,1,1
"Hardin County, Iowa",693,"7,006","7,132","7,153","68,703,398",745,1,1
"Harrison County, Iowa",457,"4,133","4,247","4,309","39,546,561",719,1,1
"Henry County, Iowa",627,"9,432","9,476","9,379","97,674,106",797,1,1
"Howard County, Iowa",339,"4,167","4,299","4,344","39,275,346",708,1,1
"Humboldt County, Iowa",364,"3,933","4,035","4,139","41,848,203",798,1,1
"Ida County, Iowa",299,"3,804","3,867","3,951","40,858,942",811,1,1
"Iowa County, Iowa",730,"9,982","10,095","10,283","98,570,545",749,1,1
"Jackson County, Iowa",683,"6,305","6,458","6,541","52,546,474",628,1,1
"Jasper County, Iowa",927,"11,409","11,619","11,907","113,340,173",749,1,1
"Jefferson County, Iowa",785,"7,670","7,796","7,894","76,335,808",754,1,1
"Johnson County, Iowa","4,275","84,563","84,465","84,353","1,076,815,050",981,1,1
"Jones County, Iowa",635,"6,160","6,322","6,545","60,211,568",730,1,1
"Keokuk County, Iowa",310,"2,237","2,264","2,274","21,001,553",715,1,1
"Kossuth County, Iowa",637,"6,771","6,972","7,163","73,453,024",811,1,1
"Lee County, Iowa","1,081","15,288","15,511","15,471","164,825,905",822,1,1
"Linn County, Iowa","6,923","130,292","131,651","133,438","1,727,858,306","1,008",1,1
"Louisa County, Iowa",268,"3,894","3,915","4,027","37,514,733",731,1,1
"Lucas County, Iowa",232,"3,441","3,486","3,590","34,455,066",756,1,1
"Lyon County, Iowa",496,"4,546","4,688","4,831","41,363,773",679,1,1
"Madison County, Iowa",492,"3,854","3,956","4,033","36,635,516",714,1,1
"Mahaska County, Iowa",626,"7,954","8,109","8,184","82,061,166",781,1,1
"Marion County, Iowa",999,"17,473","17,827","18,300","202,977,733",874,1,1
"Marshall County, Iowa","1,032","16,798","17,054","17,231","179,617,235",811,1,1
"Mills County, Iowa",398,"3,622","3,665","3,714","38,626,834",810,1,1
"Mitchell County, Iowa",385,"3,851","3,981","4,091","39,894,213",772,1,1
"Monona County, Iowa",302,"2,639","2,666","2,730","22,942,831",659,1,1
"Monroe County, Iowa",244,"3,424","3,511","3,541","41,751,152",920,1,1
"Montgomery County, Iowa",386,"4,117","4,182","4,158","40,507,002",750,1,1
"Muscatine County, Iowa","1,191","23,395","23,607","23,886","288,016,358",938,1,1
"Obrien County, Iowa",601,"6,610","6,701","6,882","61,222,575",700,1,1
"Osceola County, Iowa",256,"2,395","2,434","2,524","23,920,936",751,1,1
"Page County, Iowa",486,"6,301","6,419","6,457","63,272,388",761,1,1
"Palo Alto County, Iowa",350,"3,811","3,935","4,076","35,715,020",697,1,1
"Plymouth County, Iowa",819,"11,527","11,728","11,920","134,785,277",884,1,1
"Pocahontas County, Iowa",285,"2,883","3,045","3,293","32,232,905",807,1,1
"Polk County, Iowa","17,617","300,904","304,450","306,444","4,152,933,775","1,051",1,1
"Pottawattamie County, Iowa","2,548","40,101","40,459","40,386","414,564,421",791,1,1
"Poweshiek County, Iowa",656,"10,559","10,754","10,289","109,676,276",801,1,1
"Ringgold County, Iowa",187,"1,416","1,485","1,499","12,866,843",675,1,1
"Sac County, Iowa",388,"2,998","3,109","3,189","28,859,867",716,1,1
"Scott County, Iowa","5,687","90,504","91,720","92,678","1,003,039,736",842,1,1
"Shelby County, Iowa",444,"5,802","5,858","5,922","57,539,981",755,1,1
"Sioux County, Iowa","1,477","20,619","21,115","21,488","210,755,192",769,1,1
"Story County, Iowa","2,638","46,044","46,002","47,000","566,225,780",940,1,1
"Tama County, Iowa",431,"5,643","5,653","5,749","52,589,309",712,1,1
"Taylor County, Iowa",184,"2,096","2,089","2,074","17,649,875",651,1,1
"Union County, Iowa",436,"6,191","6,279","6,248","59,160,645",729,1,1
"Van Buren County, Iowa",214,"1,993","2,022","1,995","18,084,534",694,1,1
"Wapello County, Iowa",876,"16,222","16,457","16,339","161,471,869",760,1,1
"Warren County, Iowa","1,106","11,620","11,842","11,949","114,233,275",744,1,1
"Washington County, Iowa",784,"8,234","8,391","8,514","73,962,048",679,1,1
"Wayne County, Iowa",195,"1,838","1,864","1,919","18,472,453",758,1,1
"Webster County, Iowa","1,204","18,083","18,405","18,457","201,500,281",846,1,1
"Winnebago County, Iowa",393,"4,131","4,228","4,289","37,656,390",687,1,1
"Winneshiek County, Iowa",738,"10,301","10,616","10,745","105,818,673",771,1,1
"Woodbury County, Iowa","3,240","51,265","51,830","52,514","528,597,493",784,1,1
"Worth County, Iowa",238,"2,317","2,392","2,443","21,727,775",701,1,1
"Wright County, Iowa",504,"5,560","5,617","5,701","61,608,733",842,1,1
Kansas,"88,486","1,382,677","1,390,711","1,393,926","15,882,703,985",880,1,1
"Allen County, Kansas",370,"5,721","5,789","5,628","48,714,755",656,1,1
"Anderson County, Kansas",227,"2,096","2,110","2,124","17,407,003",635,1,1
"Atchison County, Kansas",390,"5,633","5,567","5,683","55,059,829",753,1,1
"Barber County, Kansas",222,"1,655","1,680","1,707","14,675,586",672,1,1
"Barton County, Kansas",958,"11,906","11,917","12,033","111,064,551",715,1,1
"Bourbon County, Kansas",358,"6,540","6,531","6,590","54,265,313",637,1,1
"Brown County, Kansas",345,"5,160","5,237","5,325","51,974,829",763,1,1
"Butler County, Kansas","1,421","18,977","19,240","19,247","179,721,641",722,1,1
"Chase County, Kansas",85,938,943,"1,014","8,287,248",661,1,1
"Chautauqua County, Kansas",100,730,748,784,"5,585,521",570,1,1
"Cherokee County, Kansas",394,"5,807","5,840","5,822","56,155,115",742,1,1
"Cheyenne County, Kansas",123,857,872,922,"7,124,453",620,1,1
"Clark County, Kansas",84,731,724,771,"7,238,064",750,1,1
"Clay County, Kansas",282,"2,972","2,994","3,088","24,444,369",623,1,1
"Cloud County, Kansas",296,"3,112","3,140","3,211","23,358,678",570,1,1
"Coffey County, Kansas",270,"4,102","3,835","3,682","63,435,619","1,260",1,1
"Comanche County, Kansas",95,639,674,662,"4,520,589",528,1,1
"Cowley County, Kansas",780,"14,286","14,374","14,110","136,365,011",736,1,1
"Crawford County, Kansas",974,"17,073","17,115","17,113","154,137,384",693,1,1
"Decatur County, Kansas",136,913,922,972,"6,464,625",531,1,1
"Dickinson County, Kansas",512,"6,338","6,448","6,469","53,478,244",641,1,1
"Doniphan County, Kansas",211,"2,240","2,437","2,297","20,601,370",682,1,1
"Douglas County, Kansas","3,041","49,483","49,345","48,389","485,506,198",761,1,1
"Edwards County, Kansas",138,954,969,991,"8,801,249",697,1,1
"Elk County, Kansas",94,611,617,633,"4,281,063",531,1,1
"Ellis County, Kansas","1,115","15,145","15,234","15,409","143,952,654",726,1,1
"Ellsworth County, Kansas",191,"2,237","2,319","2,366","20,196,177",673,1,1
"Finney County, Kansas","1,099","19,362","19,557","19,716","193,705,473",762,1,1
"Ford County, Kansas",843,"17,097","17,136","17,037","171,885,378",774,1,1
"Franklin County, Kansas",624,"9,391","9,436","9,364","89,097,078",729,1,1
"Geary County, Kansas",689,"13,101","13,049","13,103","128,685,206",757,1,1
"Gove County, Kansas",153,"1,233","1,241","1,298","10,461,640",640,1,1
"Graham County, Kansas",114,869,881,873,"7,492,322",659,1,1
"Grant County, Kansas",243,"2,882","2,927","3,024","32,776,328",856,1,1
"Gray County, Kansas",488,"3,338","3,437","3,520","31,804,958",713,1,1
"Greeley County, Kansas",71,651,648,629,"5,278,464",632,1,1
"Greenwood County, Kansas",211,"1,746","1,695","1,728","13,762,628",614,1,1
"Hamilton County, Kansas",99,"1,398","1,426","1,454","12,629,595",681,1,1
"Harper County, Kansas",213,"2,412","2,350","2,388","21,624,980",698,1,1
"Harvey County, Kansas",767,"13,941","14,108","13,547","132,927,703",737,1,1
"Haskell County, Kansas",167,"1,808","1,796","1,907","18,073,506",757,1,1
"Hodgeman County, Kansas",79,558,558,590,"4,568,542",618,1,1
"Jackson County, Kansas",317,"4,233","4,271","4,395","35,983,190",644,1,1
"Jefferson County, Kansas",382,"3,654","3,740","3,847","34,010,778",698,1,1
"Jewell County, Kansas",107,769,762,788,"5,668,151",564,1,1
"Johnson County, Kansas","23,422","347,353","349,788","352,882","4,857,585,163","1,068",1,1
"Kearny County, Kansas",132,"1,408","1,437","1,512","13,094,948",694,1,1
"Kingman County, Kansas",241,"2,332","2,364","2,429","19,799,218",641,1,1
"Kiowa County, Kansas",109,"1,161","1,173","1,124","8,711,784",581,1,1
"Labette County, Kansas",473,"9,083","9,086","9,142","83,126,712",702,1,1
"Lane County, Kansas",85,674,652,676,"6,365,507",734,1,1
"Leavenworth County, Kansas","1,403","21,214","21,425","21,416","240,727,309",867,1,1
"Lincoln County, Kansas",111,946,950,965,"7,758,789",626,1,1
"Linn County, Kansas",250,"2,038","2,068","2,101","21,851,519",812,1,1
"Logan County, Kansas",134,"1,242","1,262","1,351","10,525,711",630,1,1
"Lyon County, Kansas",845,"15,114","15,121","14,991","134,059,103",684,1,1
"McPherson County, Kansas",932,"14,613","14,774","14,924","157,750,217",822,1,1
"Marion County, Kansas",332,"3,611","3,635","3,670","29,328,893",620,1,1
"Marshall County, Kansas",389,"4,470","4,503","4,553","40,367,513",689,1,1
"Meade County, Kansas",156,"1,631","1,691","1,747","17,436,746",794,1,1
"Miami County, Kansas",790,"8,449","8,564","8,667","79,748,335",717,1,1
"Mitchell County, Kansas",269,"3,143","3,204","3,212","27,558,928",665,1,1
"Montgomery County, Kansas","1,714","14,464","14,576","14,876","129,598,621",681,1,1
"Morris County, Kansas",158,"1,532","1,542","1,605","11,718,388",578,1,1
"Morton County, Kansas",104,837,840,852,"7,483,432",683,1,1
"Nemaha County, Kansas",403,"5,177","5,220","5,295","46,884,085",689,1,1
"Neosho County, Kansas",475,"6,191","6,207","6,205","54,562,581",677,1,1
"Ness County, Kansas",152,"1,092","1,100","1,132","10,432,745",724,1,1
"Norton County, Kansas",203,"2,374","2,400","2,434","21,022,637",673,1,1
"Osage County, Kansas",322,"2,884","2,936","2,916","20,482,658",541,1,1
"Osborne County, Kansas",185,"1,435","1,439","1,473","10,831,709",575,1,1
"Ottawa County, Kansas",174,"1,249","1,270","1,302","9,862,233",596,1,1
"Pawnee County, Kansas",230,"2,782","2,792","2,831","25,438,553",698,1,1
"Phillips County, Kansas",250,"2,546","2,580","2,632","21,794,541",648,1,1
"Pottawatomie County, Kansas",640,"9,693","9,811","10,031","97,875,613",765,1,1
"Pratt County, Kansas",364,"4,647","4,660","4,734","45,245,063",744,1,1
"Rawlins County, Kansas",126,898,928,966,"8,036,029",664,1,1
"Reno County, Kansas","1,619","26,828","27,066","27,137","254,099,454",724,1,1
"Republic County, Kansas",216,"1,944","1,925","1,920","14,034,388",559,1,1
"Rice County, Kansas",324,"4,032","4,003","4,009","37,393,495",716,1,1
"Riley County, Kansas","1,689","29,437","29,298","29,319","288,732,231",757,1,1
"Rooks County, Kansas",208,"1,772","1,835","1,877","14,897,097",627,1,1
"Rush County, Kansas",112,"1,070","1,097","1,101","9,298,725",657,1,1
"Russell County, Kansas",298,"2,509","2,516","2,530","20,935,700",639,1,1
"Saline County, Kansas","1,480","30,073","30,330","29,848","285,718,788",731,1,1
"Scott County, Kansas",258,"2,233","2,268","2,381","21,093,648",707,1,1
"Sedgwick County, Kansas","12,544","250,512","251,574","250,910","2,881,178,407",883,1,1
"Seward County, Kansas",598,"10,572","10,649","10,565","105,497,937",766,1,1
"Shawnee County, Kansas","5,060","97,187","97,271","96,591","1,136,248,181",901,1,1
"Sheridan County, Kansas",130,940,974,994,"9,115,978",723,1,1
"Sherman County, Kansas",248,"2,433","2,482","2,500","22,865,601",712,1,1
"Smith County, Kansas",164,"1,252","1,288","1,293","9,890,317",595,1,1
"Stafford County, Kansas",183,"1,252","1,238","1,237","10,139,451",628,1,1
"Stanton County, Kansas",101,821,843,876,"8,143,626",740,1,1
"Stevens County, Kansas",194,"1,834","1,854","1,901","17,246,601",712,1,1
"Sumner County, Kansas",534,"6,857","6,947","7,018","63,070,247",699,1,1
"Thomas County, Kansas",404,"4,044","4,033","4,076","35,923,486",682,1,1
"Trego County, Kansas",128,"1,181","1,209","1,239","10,213,323",649,1,1
"Wabaunsee County, Kansas",179,"1,353","1,364","1,361","11,714,382",663,1,1
"Wallace County, Kansas",94,543,559,554,"4,393,192",612,1,1
"Washington County, Kansas",285,"1,994","2,035","2,080","13,746,420",519,1,1
"Wichita County, Kansas",114,794,886,942,"8,259,303",727,1,1
"Wilson County, Kansas",249,"3,657","3,696","3,766","33,328,571",692,1,1
"Woodson County, Kansas",101,717,759,717,"5,125,165",539,1,1
"Wyandotte County, Kansas","3,447","89,732","90,888","90,914","1,187,135,505","1,009",1,1
"Unknown Or Undefined, Kansas","2,074","23,522","23,187","23,374","368,946,425","1,215",1,1
Kentucky,"123,934","1,888,758","1,899,611","1,903,508","21,747,509,296",882,1,1
"Adair County, Kentucky",396,"4,564","4,588","4,481","37,739,309",639,1,1
"Allen County, Kentucky",303,"4,708","4,744","4,778","42,970,476",697,1,1
"Anderson County, Kentucky",419,"4,799","4,814","4,836","44,225,691",706,1,1
"Ballard County, Kentucky",169,"1,469","1,495","1,486","16,535,315",857,1,1
"Barren County, Kentucky","1,041","16,921","17,061","17,148","158,526,372",715,1,1
"Bath County, Kentucky",199,"1,867","1,941","1,950","17,639,244",707,1,1
"Bell County, Kentucky",569,"8,265","8,308","8,325","71,778,582",665,1,1
"Boone County, Kentucky","4,527","91,761","92,471","94,072","1,092,544,101",906,1,1
"Bourbon County, Kentucky",541,"6,720","6,758","6,683","69,218,841",792,1,1
"Boyd County, Kentucky","1,619","24,251","24,407","24,480","274,991,493",868,1,1
"Boyle County, Kentucky",835,"14,132","14,232","14,330","145,854,283",788,1,1
"Bracken County, Kentucky",159,"1,327","1,330","1,305","12,103,314",705,1,1
"Breathitt County, Kentucky",317,"3,106","3,083","3,063","28,137,800",702,1,1
"Breckinridge County, Kentucky",369,"3,510","3,549","3,625","31,412,076",678,1,1
"Bullitt County, Kentucky","1,344","25,388","25,470","25,460","260,923,661",789,1,1
"Butler County, Kentucky",265,"2,977","2,939","2,965","25,705,632",668,1,1
"Caldwell County, Kentucky",347,"4,148","4,173","4,206","34,994,024",645,1,1
"Calloway County, Kentucky","1,034","16,539","16,613","16,424","148,768,871",692,1,1
"Campbell County, Kentucky","2,298","30,388","30,854","30,410","334,220,682",842,1,1
"Carlisle County, Kentucky",137,"1,022","1,043","1,078","8,517,096",625,1,1
"Carroll County, Kentucky",308,"6,880","6,986","6,968","94,491,826","1,047",1,1
"Carter County, Kentucky",546,"5,524","5,588","5,659","46,920,417",646,1,1
"Casey County, Kentucky",295,"3,885","3,928","3,945","31,468,437",618,1,1
"Christian County, Kentucky","1,692","31,173","31,095","30,925","331,741,976",821,1,1
"Clark County, Kentucky",856,"14,857","14,779","14,846","157,889,417",819,1,1
"Clay County, Kentucky",373,"3,958","4,084","3,911","37,084,882",716,1,1
"Clinton County, Kentucky",259,"3,852","3,844","3,869","29,744,528",594,1,1
"Crittenden County, Kentucky",178,"2,056","2,055","2,045","16,418,341",615,1,1
"Cumberland County, Kentucky",144,"1,874","1,915","1,927","17,002,143",686,1,1
"Daviess County, Kentucky","2,956","47,194","47,385","47,591","490,876,514",797,1,1
"Edmonson County, Kentucky",157,"1,618","1,644","1,608","13,679,287",648,1,1
"Elliott County, Kentucky",94,943,941,932,"8,141,206",667,1,1
"Estill County, Kentucky",225,"2,394","2,384","2,313","21,259,371",692,1,1
"Fayette County, Kentucky","11,174","194,172","194,904","193,787","2,360,545,961",935,1,1
"Fleming County, Kentucky",328,"3,037","3,063","3,095","27,906,697",700,1,1
"Floyd County, Kentucky","1,013","10,536","10,695","10,699","104,970,225",759,1,1
"Franklin County, Kentucky","1,993","31,641","31,319","32,492","344,976,270",834,1,1
"Fulton County, Kentucky",197,"2,088","2,073","2,089","16,693,404",616,1,1
"Gallatin County, Kentucky",148,"2,447","2,504","2,455","29,939,271",933,1,1
"Garrard County, Kentucky",311,"2,209","2,276","2,261","20,599,276",705,1,1
"Grant County, Kentucky",492,"5,027","5,058","4,997","49,260,351",754,1,1
"Graves County, Kentucky",880,"11,003","11,197","11,149","103,937,466",719,1,1
"Grayson County, Kentucky",618,"8,160","8,221","8,078","69,331,760",654,1,1
"Green County, Kentucky",183,"1,728","1,753","1,740","13,450,162",594,1,1
"Greenup County, Kentucky",603,"7,919","7,961","7,961","77,834,086",753,1,1
"Hancock County, Kentucky",187,"3,935","4,013","4,072","66,747,011","1,281",1,1
"Hardin County, Kentucky","2,975","48,166","48,259","48,394","511,291,490",815,1,1
"Harlan County, Kentucky",501,"6,102","6,083","6,123","55,110,660",695,1,1
"Harrison County, Kentucky",343,"4,909","4,924","4,904","53,346,412",835,1,1
"Hart County, Kentucky",339,"5,331","5,346","5,261","48,961,056",709,1,1
"Henderson County, Kentucky","1,201","19,421","19,495","19,657","205,915,933",811,1,1
"Henry County, Kentucky",305,"2,756","2,764","2,746","27,173,160",759,1,1
"Hickman County, Kentucky",98,980,980,973,"7,826,275",616,1,1
"Hopkins County, Kentucky","1,106","16,453","16,497","16,636","170,555,404",794,1,1
"Jackson County, Kentucky",154,"1,652","1,660","1,672","14,001,977",648,1,1
"Jefferson County, Kentucky","25,636","466,564","469,096","472,202","6,293,014,318","1,032",1,1
"Jessamine County, Kentucky","1,317","17,253","17,278","17,233","170,628,820",761,1,1
"Johnson County, Kentucky",519,"5,240","5,275","5,239","45,236,994",663,1,1
"Kenton County, Kentucky","4,280","66,939","67,203","67,259","887,417,394","1,017",1,1
"Knott County, Kentucky",258,"2,282","2,275","2,347","18,564,032",621,1,1
"Knox County, Kentucky",578,"7,871","7,977","8,021","67,594,103",654,1,1
"Larue County, Kentucky",270,"2,565","2,592","2,589","21,553,080",642,1,1
"Laurel County, Kentucky","1,574","26,731","27,102","27,210","246,926,689",703,1,1
"Lawrence County, Kentucky",272,"3,367","3,361","2,993","29,656,343",704,1,1
"Lee County, Kentucky",160,"1,674","1,680","1,691","14,185,815",649,1,1
"Leslie County, Kentucky",162,"1,624","1,641","1,695","16,186,205",753,1,1
"Letcher County, Kentucky",444,"4,514","4,512","4,568","40,132,364",681,1,1
"Lewis County, Kentucky",202,"1,952","1,965","1,942","16,736,530",659,1,1
"Lincoln County, Kentucky",420,"4,239","4,278","4,254","35,453,908",641,1,1
"Livingston County, Kentucky",196,"2,517","2,559","2,615","27,616,483",829,1,1
"Logan County, Kentucky",612,"8,882","8,895","8,871","109,650,184",950,1,1
"Lyon County, Kentucky",222,"2,476","2,666","2,776","20,303,055",592,1,1
"McCracken County, Kentucky","2,476","39,090","39,075","39,186","427,092,223",840,1,1
"McCreary County, Kentucky",263,"2,629","2,681","2,607","24,234,316",706,1,1
"McLean County, Kentucky",216,"2,190","2,161","2,096","19,789,676",708,1,1
"Madison County, Kentucky","2,056","34,295","34,453","34,106","353,735,518",794,1,1
"Magoffin County, Kentucky",207,"1,591","1,590","1,559","12,885,626",627,1,1
"Marion County, Kentucky",488,"8,805","8,789","8,830","90,987,140",795,1,1
"Marshall County, Kentucky",810,"11,271","11,433","11,557","138,217,637",931,1,1
"Martin County, Kentucky",200,"2,263","2,357","2,361","25,379,042",839,1,1
"Mason County, Kentucky",519,"8,579","8,659","8,613","88,237,989",788,1,1
"Meade County, Kentucky",423,"4,419","4,307","4,412","41,527,294",729,1,1
"Menifee County, Kentucky",100,935,958,969,"7,867,041",634,1,1
"Mercer County, Kentucky",475,"6,287","6,291","6,358","75,789,073",924,1,1
"Metcalfe County, Kentucky",178,"1,838","1,868","1,878","17,077,428",706,1,1
"Monroe County, Kentucky",270,"3,240","3,263","3,242","27,421,922",649,1,1
"Montgomery County, Kentucky",684,"10,354","10,494","10,409","103,288,425",763,1,1
"Morgan County, Kentucky",223,"2,920","2,935","2,960","25,609,576",670,1,1
"Muhlenberg County, Kentucky",635,"8,087","8,169","8,259","84,209,061",793,1,1
"Nelson County, Kentucky","1,214","15,854","16,114","16,202","170,384,499",816,1,1
"Nicholas County, Kentucky",96,830,868,859,"6,672,214",602,1,1
"Ohio County, Kentucky",431,"7,869","7,924","7,833","73,199,174",715,1,1
"Oldham County, Kentucky","1,626","16,266","16,523","16,648","185,171,677",864,1,1
"Owen County, Kentucky",129,"1,509","1,505","1,520","16,023,298",816,1,1
"Owsley County, Kentucky",91,660,660,680,"4,948,548",571,1,1
"Pendleton County, Kentucky",222,"2,401","2,431","2,436","24,358,331",773,1,1
"Perry County, Kentucky",835,"11,216","11,321","11,233","108,565,962",742,1,1
"Pike County, Kentucky","1,530","21,031","21,016","20,667","232,345,902",855,1,1
"Powell County, Kentucky",242,"2,617","2,643","2,665","20,937,262",610,1,1
"Pulaski County, Kentucky","1,693","25,118","25,418","25,562","229,058,152",695,1,1
"Robertson County, Kentucky",54,293,305,306,"2,272,879",580,1,1
"Rockcastle County, Kentucky",245,"3,894","3,894","3,987","36,169,053",709,1,1
"Rowan County, Kentucky",606,"10,493","10,509","10,401","90,811,204",667,1,1
"Russell County, Kentucky",417,"5,864","5,944","5,998","48,330,433",626,1,1
"Scott County, Kentucky","1,232","26,705","27,005","26,927","403,832,038","1,156",1,1
"Shelby County, Kentucky","1,188","17,049","17,244","17,303","171,300,603",766,1,1
"Simpson County, Kentucky",493,"9,106","9,083","9,044","88,932,579",754,1,1
"Spencer County, Kentucky",304,"1,996","2,037","2,049","18,026,746",684,1,1
"Taylor County, Kentucky",734,"11,793","11,803","11,608","102,588,335",672,1,1
"Todd County, Kentucky",241,"2,172","2,202","2,185","18,305,102",644,1,1
"Trigg County, Kentucky",273,"3,101","3,188","3,218","26,207,746",636,1,1
"Trimble County, Kentucky",125,"1,354","1,145","1,136","16,649,219","1,057",1,1
"Union County, Kentucky",338,"4,905","4,921","4,896","53,058,237",832,1,1
"Warren County, Kentucky","3,841","65,044","65,638","64,902","677,980,271",800,1,1
"Washington County, Kentucky",308,"3,417","3,410","3,380","35,021,591",792,1,1
"Wayne County, Kentucky",346,"5,843","5,850","5,948","45,747,468",598,1,1
"Webster County, Kentucky",253,"3,095","3,176","3,020","37,335,172",927,1,1
"Whitley County, Kentucky",843,"11,927","11,825","12,117","118,534,568",763,1,1
"Wolfe County, Kentucky",127,"1,268","1,276","1,259","9,365,444",568,1,1
"Woodford County, Kentucky",777,"9,069","9,077","9,141","98,138,859",830,1,1
"Unknown Or Undefined, Kentucky","5,615","25,774","26,272","26,586","419,131,911","1,230",1,1
Louisiana,"131,344","1,925,413","1,932,168","1,923,244","22,559,470,240",901,1,1
"Acadia Parish, Louisiana","1,292","14,772","14,731","14,572","129,636,985",679,1,1
"Allen Parish, Louisiana",421,"7,657","7,679","7,578","71,111,520",716,1,1
"Ascension Parish, Louisiana","2,927","45,424","45,029","45,306","602,191,294","1,024",1,1
"Assumption Parish, Louisiana",316,"3,900","3,917","3,845","38,684,946",766,1,1
"Avoyelles Parish, Louisiana",874,"10,652","10,636","10,578","82,275,344",596,1,1
"Beauregard Parish, Louisiana",726,"8,335","8,417","8,110","84,201,891",782,1,1
"Bienville Parish, Louisiana",304,"4,473","4,436","4,488","44,543,524",767,1,1
"Bossier Parish, Louisiana","2,899","44,339","44,720","44,117","444,269,842",770,1,1
"Caddo Parish, Louisiana","7,222","112,161","112,516","112,337","1,219,729,049",835,1,1
"Calcasieu Parish, Louisiana","5,344","101,417","101,982","102,283","1,224,887,670",925,1,1
"Caldwell Parish, Louisiana",213,"2,342","2,327","2,312","19,842,741",656,1,1
"Cameron Parish, Louisiana",168,"12,906","12,997","13,534","282,365,515","1,652",1,1
"Catahoula Parish, Louisiana",242,"1,975","1,998","2,024","15,952,539",614,1,1
"Claiborne Parish, Louisiana",280,"3,367","3,352","3,388","31,126,532",711,1,1
"Concordia Parish, Louisiana",438,"5,234","5,295","5,329","43,948,369",640,1,1
"De Soto Parish, Louisiana",536,"6,926","6,931","6,956","87,996,459",976,1,1
"East Baton Rouge Parish, Louisiana","15,606","267,924","268,047","263,961","3,425,346,108",988,1,1
"East Carroll Parish, Louisiana",181,"1,723","1,718","1,730","13,564,491",605,1,1
"East Feliciana Parish, Louisiana",340,"4,946","5,026","5,052","52,324,746",804,1,1
"Evangeline Parish, Louisiana",629,"7,711","7,881","7,768","68,460,246",676,1,1
"Franklin Parish, Louisiana",431,"4,653","4,749","4,769","36,221,483",590,1,1
"Grant Parish, Louisiana",227,"3,414","3,447","3,396","32,604,153",734,1,1
"Iberia Parish, Louisiana","1,875","26,478","26,511","26,666","312,058,559",904,1,1
"Iberville Parish, Louisiana",749,"17,764","18,566","18,248","313,199,513","1,324",1,1
"Jackson Parish, Louisiana",287,"3,470","3,506","3,513","36,379,243",800,1,1
"Jefferson Parish, Louisiana","13,910","189,115","189,536","190,478","2,314,216,403",938,1,1
"Jefferson Davis Parish, Louisiana",743,"8,408","8,395","8,318","75,513,364",694,1,1
"Lafayette Parish, Louisiana","9,679","129,833","130,374","129,627","1,492,008,857",883,1,1
"Lafourche Parish, Louisiana","2,030","34,257","34,371","34,553","412,717,849",923,1,1
"LaSalle Parish, Louisiana",432,"4,419","4,482","4,515","41,172,516",708,1,1
"Lincoln Parish, Louisiana","1,277","19,344","19,564","19,329","172,900,970",685,1,1
"Livingston Parish, Louisiana","2,258","27,843","27,907","28,307","254,946,327",700,1,1
"Madison Parish, Louisiana",268,"3,180","3,211","3,225","23,987,706",576,1,1
"Morehouse Parish, Louisiana",531,"6,720","6,705","6,631","53,973,543",621,1,1
"Natchitoches Parish, Louisiana",945,"13,289","13,429","13,196","111,212,746",643,1,1
"Orleans Parish, Louisiana","12,840","199,636","199,181","194,200","2,483,708,994",967,1,1
"Ouachita Parish, Louisiana","4,710","71,289","71,682","71,062","707,548,698",763,1,1
"Plaquemines Parish, Louisiana",783,"12,453","12,532","12,577","200,200,091","1,230",1,1
