Geography,Quarterly_Establishments,July_Employment,August_Employment,September_Employment,Total_Quarterly_Wages,Average_Weekly_Wage,September_Employment_Location_Quotient,Total_Quarterly_Wages_Location_Quotient
"Barton County, Kansas",935,"12,315","12,090","12,145","120,211,029",759,1,1
"Bourbon County, Kansas",353,"6,241","6,110","6,062","52,977,595",664,1,1
"Brown County, Kansas",330,"5,198","5,259","5,279","52,696,282",773,1,1
"Butler County, Kansas","1,413","19,562","19,512","19,291","187,822,724",743,1,1
"Chase County, Kansas",88,973,"1,051","1,086","9,001,706",668,1,1
"Chautauqua County, Kansas",97,759,759,781,"5,682,197",570,1,1
"Cherokee County, Kansas",401,"5,970","6,047","5,985","60,259,986",772,1,1
"Cheyenne County, Kansas",126,875,896,931,"8,784,258",750,1,1
"Clark County, Kansas",84,739,744,773,"7,282,228",745,1,1
"Clay County, Kansas",287,"3,027","3,047","3,126","24,998,352",627,1,1
"Cloud County, Kansas",289,"3,145","3,203","3,217","24,218,812",584,1,1
"Coffey County, Kansas",253,"3,678","3,566","3,633","48,941,616","1,038",1,1
"Comanche County, Kansas",89,637,663,672,"4,682,803",548,1,1
"Cowley County, Kansas",758,"13,719","13,660","13,394","136,270,143",771,1,1
"Crawford County, Kansas",961,"17,198","17,204","17,168","152,014,426",680,1,1
"Decatur County, Kansas",134,914,922,961,"6,790,502",560,1,1
"Dickinson County, Kansas",504,"6,285","6,306","6,159","55,040,355",677,1,1
"Doniphan County, Kansas",202,"2,209","2,370","2,223","21,025,182",713,1,1
"Douglas County, Kansas","3,039","50,385","50,211","49,635","503,575,219",774,1,1
"Edwards County, Kansas",135,938,943,977,"8,786,113",709,1,1
"Elk County, Kansas",84,589,577,607,"3,983,410",518,1,1
"Ellis County, Kansas","1,079","15,443","15,418","15,598","148,198,889",736,1,1
"Ellsworth County, Kansas",185,"2,457","2,467","2,460","23,294,782",728,1,1
"Finney County, Kansas","1,079","19,767","19,736","19,829","204,227,041",794,1,1
"Ford County, Kansas",822,"16,942","17,023","16,562","176,806,067",808,1,1
"Franklin County, Kansas",601,"9,286","9,262","9,329","91,734,442",759,1,1
"Geary County, Kansas",661,"12,840","12,840","12,951","132,723,618",793,1,1
"Gove County, Kansas",149,"1,317","1,337","1,361","11,446,682",658,1,1
"Graham County, Kansas",104,819,853,849,"7,453,738",682,1,1
"Grant County, Kansas",244,"2,811","2,861","2,895","31,661,899",853,1,1
"Gray County, Kansas",320,"3,150","3,197","3,251","32,028,170",770,1,1
"Greeley County, Kansas",66,628,619,634,"5,344,206",656,1,1
"Greenwood County, Kansas",210,"1,742","1,686","1,732","14,242,937",637,1,1
"Hamilton County, Kansas",97,"1,532","1,574","1,553","14,601,314",723,1,1
"Harper County, Kansas",210,"2,676","2,613","2,624","27,297,394",796,1,1
"Harvey County, Kansas",748,"14,332","14,342","13,803","139,412,389",757,1,1
"Haskell County, Kansas",159,"1,743","1,761","1,818","18,020,259",781,1,1
"Hodgeman County, Kansas",76,574,599,625,"4,557,996",585,1,1
"Jackson County, Kansas",301,"4,168","4,260","4,369","36,922,597",666,1,1
"Jefferson County, Kansas",360,"3,651","3,790","3,825","34,109,531",699,1,1
"Jewell County, Kansas",100,791,793,804,"5,854,941",566,1,1
"Johnson County, Kansas","23,098","351,649","353,077","356,488","5,085,342,321","1,106",1,1
"Kearny County, Kansas",134,"1,456","1,467","1,524","14,027,088",728,1,1
"Kingman County, Kansas",233,"2,180","2,200","2,220","19,273,300",674,1,1
"Kiowa County, Kansas",106,"1,147","1,189","1,137","9,322,730",619,1,1
"Labette County, Kansas",479,"8,895","8,948","8,960","84,252,290",725,1,1
"Lane County, Kansas",81,658,659,657,"6,483,835",758,1,1
"Leavenworth County, Kansas","1,359","21,015","21,249","21,096","246,397,085",897,1,1
"Lincoln County, Kansas",105,936,924,923,"7,506,535",622,1,1
"Linn County, Kansas",238,"2,016","2,045","2,077","23,503,114",884,1,1
"Logan County, Kansas",132,"1,207","1,216","1,302","10,769,031",667,1,1
"Lyon County, Kansas",838,"15,300","15,225","15,294","139,409,359",702,1,1
"McPherson County, Kansas",924,"16,262","15,774","15,850","194,443,532",937,1,1
"Marion County, Kansas",329,"3,608","3,655","3,642","29,431,669",623,1,1
"Marshall County, Kansas",386,"4,558","4,570","4,690","41,873,581",699,1,1
"Meade County, Kansas",153,"1,604","1,613","1,666","16,826,345",795,1,1
"Miami County, Kansas",810,"8,669","8,720","8,797","83,150,781",733,1,1
"Mitchell County, Kansas",259,"3,149","3,137","3,142","28,072,488",687,1,1
"Montgomery County, Kansas","1,683","14,668","14,671","14,867","129,588,862",676,1,1
"Morris County, Kansas",150,"1,569","1,579","1,594","12,143,775",591,1,1
"Morton County, Kansas",96,819,826,845,"7,602,688",705,1,1
"Nemaha County, Kansas",402,"5,056","5,096","5,154","46,964,753",708,1,1
"Neosho County, Kansas",474,"6,345","6,344","6,459","57,773,157",696,1,1
"Ness County, Kansas",146,"1,132","1,129","1,166","10,828,549",729,1,1
"Norton County, Kansas",188,"2,319","2,370","2,419","22,275,302",723,1,1
"Osage County, Kansas",312,"2,829","2,961","2,975","21,342,781",562,1,1
"Osborne County, Kansas",186,"1,486","1,512","1,536","12,574,613",640,1,1
"Ottawa County, Kansas",166,"1,274","1,287","1,319","10,095,005",600,1,1
"Pawnee County, Kansas",208,"2,719","2,743","2,796","26,393,525",738,1,1
"Phillips County, Kansas",240,"2,394","2,400","2,465","21,965,613",698,1,1
"Pottawatomie County, Kansas",629,"9,726","9,781","9,858","96,173,886",756,1,1
"Pratt County, Kansas",342,"4,578","4,599","4,697","46,991,182",782,1,1
"Rawlins County, Kansas",122,907,915,981,"8,386,613",690,1,1
"Reno County, Kansas","1,598","27,034","26,891","27,141","260,446,417",741,1,1
"Republic County, Kansas",212,"1,786","1,816","1,821","13,666,173",582,1,1
"Rice County, Kansas",321,"3,975","3,949","3,983","37,839,169",733,1,1
"Riley County, Kansas","1,650","30,060","29,918","29,635","298,540,974",769,1,1
"Rooks County, Kansas",195,"1,801","1,858","1,869","14,765,775",616,1,1
"Rush County, Kansas",101,"1,077","1,075","1,082","9,364,940",668,1,1
"Russell County, Kansas",290,"2,409","2,461","2,501","21,421,488",671,1,1
"Saline County, Kansas","1,441","30,271","30,355","29,741","292,038,041",746,1,1
"Scott County, Kansas",260,"2,259","2,272","2,350","22,410,472",752,1,1
"Sedgwick County, Kansas","12,408","257,974","258,906","258,299","3,032,974,136",903,1,1
"Seward County, Kansas",584,"10,675","10,879","10,469","109,357,447",788,1,1
"Shawnee County, Kansas","4,972","96,721","96,697","96,830","1,101,180,567",876,1,1
"Sheridan County, Kansas",130,992,976,"1,034","9,275,712",713,1,1
"Sherman County, Kansas",254,"2,424","2,451","2,476","21,114,028",663,1,1
"Smith County, Kansas",158,"1,317","1,328","1,367","10,306,130",593,1,1
"Stafford County, Kansas",176,"1,267","1,281","1,291","10,600,292",637,1,1
"Stanton County, Kansas",97,799,814,902,"8,766,072",804,1,1
"Stevens County, Kansas",186,"1,822","1,867","1,898","18,525,527",765,1,1
"Sumner County, Kansas",518,"6,863","7,005","6,934","65,948,763",732,1,1
"Thomas County, Kansas",397,"4,160","4,139","4,139","37,818,072",702,1,1
"Trego County, Kansas",130,"1,234","1,243","1,277","10,423,414",641,1,1
"Wabaunsee County, Kansas",170,"1,321","1,355","1,324","11,231,926",648,1,1
"Wallace County, Kansas",85,522,546,551,"4,767,474",680,1,1
"Washington County, Kansas",279,"1,993","2,075","2,078","14,847,135",557,1,1
"Wichita County, Kansas",107,"1,082","1,165","1,296","13,932,321",907,1,1
"Wilson County, Kansas",228,"3,615","3,685","3,714","33,322,933",698,1,1
"Woodson County, Kansas",102,777,776,781,"5,043,894",499,1,1
"Wyandotte County, Kansas","3,409","90,013","90,899","90,126","1,240,264,839","1,056",1,1
"Unknown Or Undefined, Kansas","1,846","23,555","22,301","22,113","386,113,687","1,311",1,1
Kentucky,"122,186","1,896,676","1,910,814","1,910,781","22,589,880,660",912,1,1
"Adair County, Kentucky",387,"4,518","4,562","4,375","38,072,108",653,1,1
"Allen County, Kentucky",304,"4,637","4,655","4,693","44,146,048",728,1,1
"Anderson County, Kentucky",410,"4,479","4,914","5,034","47,470,298",759,1,1
"Ballard County, Kentucky",169,"1,783","1,812","1,710","22,947,725",998,1,1
"Barren County, Kentucky","1,023","16,337","16,531","16,559","156,539,253",731,1,1
"Bath County, Kentucky",192,"1,880","1,915","1,911","18,915,867",765,1,1
"Bell County, Kentucky",548,"8,192","8,266","8,176","72,296,412",677,1,1
"Boone County, Kentucky","4,467","93,511","94,343","95,202","1,154,026,725",941,1,1
"Bourbon County, Kentucky",522,"6,931","7,057","6,927","73,533,830",811,1,1
"Boyd County, Kentucky","1,551","24,115","24,096","24,437","303,475,389",964,1,1
"Boyle County, Kentucky",849,"14,149","14,288","14,356","150,308,354",811,1,1
"Bracken County, Kentucky",156,"1,235","1,262","1,238","11,572,018",715,1,1
"Breathitt County, Kentucky",318,"2,958","2,984","2,989","27,456,051",709,1,1
"Breckinridge County, Kentucky",349,"3,496","3,530","3,568","32,249,062",702,1,1
"Bullitt County, Kentucky","1,329","25,827","25,887","25,486","274,322,521",820,1,1
"Butler County, Kentucky",254,"2,902","2,925","2,869","26,805,392",711,1,1
"Caldwell County, Kentucky",339,"4,150","4,251","4,215","36,591,707",669,1,1
"Calloway County, Kentucky","1,020","16,511","16,373","16,236","148,970,768",700,1,1
"Campbell County, Kentucky","2,254","30,309","30,729","30,214","338,750,250",857,1,1
"Carlisle County, Kentucky",123,"1,019","1,012","1,028","8,437,185",636,1,1
"Carroll County, Kentucky",311,"7,109","7,100","6,965","99,747,570","1,087",1,1
"Carter County, Kentucky",538,"5,405","5,533","5,578","47,546,322",664,1,1
"Casey County, Kentucky",292,"3,903","3,885","3,923","31,738,549",625,1,1
"Christian County, Kentucky","1,679","30,817","30,731","30,973","344,960,684",860,1,1
"Clark County, Kentucky",856,"14,695","14,713","14,687","162,318,438",849,1,1
"Clay County, Kentucky",384,"3,995","3,977","3,935","36,979,857",717,1,1
"Clinton County, Kentucky",251,"4,028","4,118","4,087","31,591,327",596,1,1
"Crittenden County, Kentucky",178,"1,997","1,959","1,955","16,246,187",634,1,1
"Cumberland County, Kentucky",133,"1,908","1,943","1,953","19,111,694",760,1,1
"Daviess County, Kentucky","2,869","46,274","46,441","46,270","491,468,225",816,1,1
"Edmonson County, Kentucky",149,"1,617","1,677","1,620","14,026,352",659,1,1
"Elliott County, Kentucky",94,921,931,926,"8,028,791",667,1,1
"Estill County, Kentucky",217,"2,452","2,471","2,455","22,462,155",703,1,1
"Fayette County, Kentucky","11,184","194,812","196,357","195,871","2,450,945,968",963,1,1
"Fleming County, Kentucky",322,"3,223","3,216","3,187","30,118,568",722,1,1
"Floyd County, Kentucky",947,"10,784","10,872","10,561","107,302,875",769,1,1
"Franklin County, Kentucky","1,956","31,470","31,367","32,285","352,321,337",855,1,1
"Fulton County, Kentucky",199,"2,036","2,028","2,041","16,846,830",637,1,1
"Gallatin County, Kentucky",138,"2,488","2,565","2,525","32,560,246",992,1,1
"Garrard County, Kentucky",318,"2,249","2,232","2,166","21,288,477",739,1,1
"Grant County, Kentucky",477,"4,950","5,018","5,028","50,480,657",777,1,1
"Graves County, Kentucky",856,"11,454","11,529","11,609","112,101,639",748,1,1
"Grayson County, Kentucky",582,"7,890","7,988","8,029","70,827,036",684,1,1
"Green County, Kentucky",183,"1,696","1,733","1,696","14,001,457",630,1,1
"Greenup County, Kentucky",594,"7,728","7,806","7,831","82,042,230",810,1,1
"Hancock County, Kentucky",180,"4,108","4,147","4,164","69,439,615","1,290",1,1
"Hardin County, Kentucky","2,887","48,328","48,559","48,586","532,094,484",844,1,1
"Harlan County, Kentucky",487,"6,309","6,327","5,929","54,680,088",680,1,1
"Harrison County, Kentucky",339,"5,027","5,102","5,157","55,946,856",845,1,1
"Hart County, Kentucky",337,"5,184","5,181","5,219","51,873,406",768,1,1
"Henderson County, Kentucky","1,157","19,153","19,264","19,603","208,061,855",828,1,1
"Henry County, Kentucky",303,"2,860","2,888","2,850","28,418,834",763,1,1
"Hickman County, Kentucky",98,979,989,953,"8,002,639",632,1,1
"Hopkins County, Kentucky","1,061","16,581","16,769","16,839","178,242,284",820,1,1
"Jackson County, Kentucky",151,"1,686","1,678","1,707","14,208,758",647,1,1
"Jefferson County, Kentucky","25,601","467,117","471,456","473,912","6,515,203,019","1,064",1,1
"Jessamine County, Kentucky","1,339","17,218","17,270","17,016","176,590,447",791,1,1
"Johnson County, Kentucky",496,"5,125","5,204","5,216","46,496,992",690,1,1
"Kenton County, Kentucky","4,253","68,415","68,574","68,608","964,247,664","1,082",1,1
"Knott County, Kentucky",261,"2,246","2,256","2,222","20,442,401",702,1,1
"Knox County, Kentucky",580,"7,941","7,987","7,801","66,894,799",651,1,1
"Larue County, Kentucky",254,"2,463","2,515","2,517","21,759,209",670,1,1
"Laurel County, Kentucky","1,547","26,468","26,641","26,519","247,568,783",717,1,1
"Lawrence County, Kentucky",261,"3,427","3,492","3,455","31,571,243",702,1,1
"Lee County, Kentucky",155,"1,658","1,660","1,657","14,790,642",686,1,1
"Leslie County, Kentucky",167,"1,658","1,621","1,604","15,546,799",735,1,1
"Letcher County, Kentucky",432,"4,351","4,402","4,437","40,641,906",711,1,1
"Lewis County, Kentucky",201,"1,896","1,885","1,894","16,978,249",690,1,1
"Lincoln County, Kentucky",410,"4,144","4,087","4,035","36,127,712",680,1,1
"Livingston County, Kentucky",202,"2,503","2,560","2,625","29,868,305",897,1,1
"Logan County, Kentucky",621,"9,091","9,127","9,079","109,645,491",927,1,1
"Lyon County, Kentucky",219,"2,546","2,623","2,850","21,798,438",627,1,1
"McCracken County, Kentucky","2,401","38,838","38,896","38,965","440,957,750",872,1,1
"McCreary County, Kentucky",249,"2,619","2,662","2,622","24,868,274",726,1,1
"McLean County, Kentucky",207,"2,034","2,017","1,940","21,006,051",809,1,1
"Madison County, Kentucky","2,079","34,829","34,927","34,426","367,247,544",813,1,1
"Magoffin County, Kentucky",210,"1,816","1,844","1,791","14,901,594",631,1,1
"Marion County, Kentucky",449,"8,809","8,837","8,770","93,029,496",813,1,1
"Marshall County, Kentucky",822,"11,259","11,515","11,620","144,074,995",967,1,1
"Martin County, Kentucky",187,"2,293","2,364","2,349","25,663,441",845,1,1
"Mason County, Kentucky",523,"8,500","8,507","8,320","92,436,813",842,1,1
"Meade County, Kentucky",421,"4,335","4,381","4,412","43,320,350",762,1,1
"Menifee County, Kentucky",103,962,977,981,"8,286,534",655,1,1
"Mercer County, Kentucky",455,"6,501","6,528","6,544","81,601,131",962,1,1
"Metcalfe County, Kentucky",178,"1,853","1,893","1,852","17,809,747",734,1,1
"Monroe County, Kentucky",260,"3,220","3,248","3,239","28,574,098",679,1,1
"Montgomery County, Kentucky",666,"10,482","10,507","10,398","103,700,236",762,1,1
"Morgan County, Kentucky",222,"3,051","3,076","3,056","26,992,522",678,1,1
"Muhlenberg County, Kentucky",611,"8,444","8,357","8,226","89,369,177",824,1,1
"Nelson County, Kentucky","1,197","16,483","16,610","16,654","176,636,501",819,1,1
"Nicholas County, Kentucky",99,845,866,825,"6,470,462",589,1,1
"Ohio County, Kentucky",425,"7,711","7,811","7,791","72,869,495",721,1,1
"Oldham County, Kentucky","1,661","16,290","16,683","16,903","191,354,462",885,1,1
"Owen County, Kentucky",128,"1,374","1,406","1,434","14,932,309",818,1,1
"Owsley County, Kentucky",86,675,670,674,"4,974,250",569,1,1
"Pendleton County, Kentucky",221,"2,326","2,366","2,359","23,989,292",785,1,1
"Perry County, Kentucky",814,"11,590","11,848","11,886","113,389,792",741,1,1
"Pike County, Kentucky","1,440","20,751","20,821","20,390","234,479,952",873,1,1
"Powell County, Kentucky",240,"2,677","2,668","2,676","21,379,916",615,1,1
"Pulaski County, Kentucky","1,685","26,348","26,580","26,286","246,569,501",718,1,1
"Robertson County, Kentucky",49,303,300,302,"2,398,196",612,1,1
"Rockcastle County, Kentucky",240,"3,785","3,922","3,948","36,625,680",725,1,1
"Rowan County, Kentucky",618,"10,383","10,363","10,113","90,012,548",673,1,1
"Russell County, Kentucky",407,"5,759","5,875","5,929","50,016,555",657,1,1
"Scott County, Kentucky","1,243","26,931","27,122","27,033","423,927,425","1,206",1,1
"Shelby County, Kentucky","1,204","16,296","16,484","16,690","173,251,374",808,1,1
"Simpson County, Kentucky",505,"9,094","9,161","9,075","93,072,157",786,1,1
"Spencer County, Kentucky",318,"2,094","2,152","2,164","18,458,525",665,1,1
"Taylor County, Kentucky",721,"11,949","12,030","11,743","106,989,256",691,1,1
"Todd County, Kentucky",258,"2,239","2,265","2,307","19,037,273",645,1,1
"Trigg County, Kentucky",279,"3,099","3,163","3,190","26,815,228",655,1,1
"Trimble County, Kentucky",119,"1,149","1,090","1,102","13,378,687",924,1,1
"Union County, Kentucky",336,"5,064","5,062","5,056","60,202,872",915,1,1
"Warren County, Kentucky","3,805","65,501","65,992","65,154","696,479,351",817,1,1
"Washington County, Kentucky",298,"3,437","3,466","3,408","37,158,528",832,1,1
"Wayne County, Kentucky",357,"5,665","5,726","5,839","45,891,454",615,1,1
"Webster County, Kentucky",242,"3,209","3,229","3,219","38,931,470",930,1,1
"Whitley County, Kentucky",824,"12,306","12,111","12,501","124,648,194",779,1,1
"Wolfe County, Kentucky",144,"1,270","1,297","1,282","9,402,892",564,1,1
"Woodford County, Kentucky",766,"9,293","9,337","9,459","101,163,044",831,1,1
"Unknown Or Undefined, Kentucky","5,144","27,613","27,956","28,045","460,042,914","1,270",1,1
Louisiana,"134,043","1,932,622","1,936,216","1,922,507","23,157,550,515",923,1,1
"Acadia Parish, Louisiana","1,317","14,511","14,544","14,591","129,332,927",684,1,1
"Allen Parish, Louisiana",422,"7,828","7,897","7,906","76,944,115",751,1,1
"Ascension Parish, Louisiana","3,020","47,239","47,288","46,968","658,869,731","1,075",1,1
"Assumption Parish, Louisiana",307,"3,835","3,898","3,888","40,731,536",809,1,1
"Avoyelles Parish, Louisiana",888,"10,605","10,581","10,433","84,033,961",613,1,1
"Beauregard Parish, Louisiana",754,"8,473","8,509","8,236","83,075,577",760,1,1
"Bienville Parish, Louisiana",311,"4,221","4,303","4,331","43,520,726",781,1,1
"Bossier Parish, Louisiana","3,016","44,538","44,795","44,237","447,291,453",773,1,1
"Caddo Parish, Louisiana","7,306","111,589","111,659","111,160","1,244,017,384",858,1,1
"Calcasieu Parish, Louisiana","5,433","103,275","103,365","103,083","1,288,841,118",960,1,1
"Caldwell Parish, Louisiana",214,"2,285","2,322","2,321","19,588,969",653,1,1
"Cameron Parish, Louisiana",165,"9,171","9,139","9,101","198,872,159","1,674",1,1
"Catahoula Parish, Louisiana",242,"1,916","1,945","1,959","15,700,607",623,1,1
"Claiborne Parish, Louisiana",280,"3,383","3,408","3,414","32,496,328",735,1,1
"Concordia Parish, Louisiana",446,"5,277","5,320","5,235","43,208,757",630,1,1
"De Soto Parish, Louisiana",557,"6,889","6,833","6,870","89,435,879","1,002",1,1
"East Baton Rouge Parish, Louisiana","16,060","267,790","267,134","260,526","3,509,798,511","1,018",1,1
"East Carroll Parish, Louisiana",175,"1,671","1,648","1,661","12,885,203",597,1,1
"East Feliciana Parish, Louisiana",350,"5,101","5,119","5,150","52,860,707",794,1,1
"Evangeline Parish, Louisiana",625,"7,787","7,782","7,769","66,374,591",656,1,1
"Franklin Parish, Louisiana",444,"4,802","4,798","4,871","37,386,505",596,1,1
"Grant Parish, Louisiana",237,"3,483","3,439","3,415","34,535,526",771,1,1
"Iberia Parish, Louisiana","1,855","26,487","26,512","26,504","315,624,423",916,1,1
"Iberville Parish, Louisiana",765,"15,500","15,440","15,374","259,904,323","1,295",1,1
"Jackson Parish, Louisiana",292,"3,361","3,388","3,498","36,660,937",826,1,1
"Jefferson Parish, Louisiana","14,177","189,371","189,699","190,438","2,397,015,075",971,1,1
"Jefferson Davis Parish, Louisiana",759,"8,295","8,470","8,387","77,683,999",713,1,1
"Lafayette Parish, Louisiana","9,967","131,642","132,196","130,903","1,543,713,580",902,1,1
"Lafourche Parish, Louisiana","2,035","33,919","34,070","34,153","416,260,555",940,1,1
"LaSalle Parish, Louisiana",440,"4,747","4,775","4,842","46,859,647",753,1,1
"Lincoln Parish, Louisiana","1,296","19,526","19,624","19,246","175,416,560",693,1,1
"Livingston Parish, Louisiana","2,365","29,177","29,529","29,780","283,022,017",738,1,1
"Madison Parish, Louisiana",273,"3,067","3,068","3,171","23,320,048",578,1,1
"Morehouse Parish, Louisiana",536,"6,641","6,641","6,640","56,775,995",658,1,1
"Natchitoches Parish, Louisiana",951,"13,290","13,420","13,186","116,103,577",672,1,1
"Orleans Parish, Louisiana","13,324","203,698","203,519","199,892","2,593,712,857",986,1,1
"Ouachita Parish, Louisiana","4,786","70,487","70,857","70,553","704,632,882",767,1,1
"Plaquemines Parish, Louisiana",765,"12,186","12,152","12,279","196,292,492","1,237",1,1
"Pointe Coupee Parish, Louisiana",491,"5,266","5,266","5,306","54,180,982",789,1,1
"Rapides Parish, Louisiana","3,693","56,827","56,773","56,830","582,115,043",788,1,1
"Red River Parish, Louisiana",191,"2,502","2,496","2,530","24,936,499",764,1,1
"Richland Parish, Louisiana",531,"6,513","6,565","6,611","55,911,052",655,1,1
"Sabine Parish, Louisiana",565,"5,478","5,504","5,495","48,096,392",674,1,1
"St. Bernard Parish, Louisiana",842,"10,065","10,101","10,201","119,536,008",908,1,1
"St. Charles Parish, Louisiana","1,254","23,526","23,708","23,466","400,080,679","1,306",1,1
"St. Helena Parish, Louisiana",131,"1,536","1,558","1,608","14,302,604",702,1,1
"St. James Parish, Louisiana",414,"8,134","8,144","8,388","140,058,971","1,310",1,1
"St. John the Baptist Parish, Louisiana",926,"14,863","14,621","14,509","228,999,339","1,201",1,1
"St. Landry Parish, Louisiana","1,888","23,761","23,872","24,072","218,892,634",704,1,1
"St. Martin Parish, Louisiana",991,"11,993","12,084","12,231","123,720,170",786,1,1
"St. Mary Parish, Louisiana","1,422","21,155","21,278","21,471","251,971,819",910,1,1
"St. Tammany Parish, Louisiana","8,662","90,495","91,037","91,218","1,059,956,834",897,1,1
"Tangipahoa Parish, Louisiana","3,051","43,921","43,706","43,158","397,759,640",702,1,1
"Tensas Parish, Louisiana",143,861,848,856,"6,931,995",624,1,1
"Terrebonne Parish, Louisiana","3,274","49,756","50,274","50,384","635,125,998",974,1,1
"Union Parish, Louisiana",400,"5,079","5,070","5,074","43,373,898",658,1,1
"Vermilion Parish, Louisiana","1,187","12,766","12,836","12,933","127,070,928",761,1,1
"Vernon Parish, Louisiana",934,"12,522","12,692","12,846","132,837,239",805,1,1
"Washington Parish, Louisiana",798,"10,345","10,524","10,304","91,947,350",681,1,1
"Webster Parish, Louisiana",930,"11,799","11,879","11,865","121,356,066",788,1,1
"West Baton Rouge Parish, Louisiana",743,"12,188","12,347","12,171","170,711,798","1,073",1,1
"West Carroll Parish, Louisiana",210,"2,023","2,136","2,167","15,945,013",582,1,1
"West Feliciana Parish, Louisiana",277,"6,026","5,644","5,420","90,643,451","1,224",1,1
"Winn Parish, Louisiana",333,"4,477","4,508","4,465","43,088,273",739,1,1
"Unknown Or Undefined, Louisiana","2,607","31,682","31,659","30,957","505,198,603","1,236",1,1
Maine,"53,507","607,503","624,490","641,976","7,085,283,593",873,1,1
"Androscoggin County, Maine","3,171","49,308","49,893","50,451","541,845,544",836,1,1
"Aroostook County, Maine","2,283","25,947","26,624","27,090","257,306,460",745,1,1
"Cumberland County, Maine","14,258","183,972","187,613","192,057","2,394,998,725",981,1,1
"Franklin County, Maine",966,"10,839","10,850","11,048","98,542,868",695,1,1
"Hancock County, Maine","2,652","20,828","23,123","25,352","220,716,595",735,1,1
"Kennebec County, Maine","3,880","59,999","60,849","62,024","680,454,799",859,1,1
"Knox County, Maine","2,012","17,056","17,771","18,618","172,511,419",745,1,1
"Lincoln County, Maine","1,600","10,331","11,220","12,233","101,382,373",693,1,1
"Oxford County, Maine","1,575","16,430","16,637","17,109","161,842,373",744,1,1
"Penobscot County, Maine","4,598","70,248","71,062","71,743","753,714,598",816,1,1
"Piscataquis County, Maine",542,"5,348","5,531","5,725","50,002,512",695,1,1
"Sagadahoc County, Maine","1,175","15,778","16,069","16,499","197,896,614",945,1,1
"Somerset County, Maine","1,426","15,605","16,198","16,438","159,854,513",765,1,1
"Waldo County, Maine","1,225","11,396","11,817","11,978","114,835,534",753,1,1
"Washington County, Maine","1,066","9,821","10,148","10,318","92,921,236",708,1,1
"York County, Maine","6,998","71,476","75,661","79,718","865,024,108",880,1,1
"Unknown Or Undefined, Maine","4,080","13,121","13,424","13,575","221,433,322","1,274",1,1
Maryland,"176,430","2,692,008","2,713,199","2,735,847","41,575,922,645","1,179",1,1
"Allegany County, Maryland","1,563","29,504","29,597","29,408","299,227,240",780,1,1
"Anne Arundel County, Maryland","15,469","274,476","274,998","277,827","4,158,537,779","1,160",1,1
"Baltimore County, Maryland","21,566","379,624","381,449","384,511","5,352,211,845","1,078",1,1
"Calvert County, Maryland","1,903","22,695","22,784","23,168","271,256,942",912,1,1
"Caroline County, Maryland",696,"10,079","10,029","10,156","105,490,157",804,1,1
"Carroll County, Maryland","4,592","58,960","59,363","59,761","653,720,984",847,1,1
"Cecil County, Maryland","1,933","33,222","33,724","34,154","429,926,223",981,1,1
"Charles County, Maryland","2,905","41,204","41,720","41,848","480,345,267",888,1,1
"Dorchester County, Maryland",698,"11,235","11,369","11,625","114,611,827",773,1,1
"Frederick County, Maryland","6,592","106,010","106,834","107,472","1,371,424,168",988,1,1
"Garrett County, Maryland",949,"11,858","12,127","12,217","106,408,983",678,1,1
"Harford County, Maryland","5,966","94,206","95,022","96,200","1,279,717,790","1,035",1,1
"Howard County, Maryland","10,218","172,577","174,312","176,948","2,985,186,822","1,315",1,1
"Kent County, Maryland",719,"7,811","8,111","8,269","81,346,447",776,1,1
"Montgomery County, Maryland","33,323","473,938","476,349","480,406","8,807,181,746","1,421",1,1
"Prince George's County, Maryland","16,518","321,450","323,033","325,497","4,778,554,134","1,137",1,1
"Queen Anne's County, Maryland","1,499","15,634","16,136","16,340","160,780,002",771,1,1
"St. Mary's County, Maryland","2,201","45,507","45,826","46,226","801,402,566","1,344",1,1
"Somerset County, Maryland",482,"6,753","6,873","6,719","83,475,551",947,1,1
"Talbot County, Maryland","1,562","18,550","18,909","19,225","203,426,878",828,1,1
"Washington County, Maryland","3,501","65,561","65,869","66,038","720,605,832",842,1,1
"Wicomico County, Maryland","2,596","45,448","45,703","45,769","512,653,995",864,1,1
"Worcester County, Maryland","2,239","23,075","26,865","31,186","219,629,440",625,1,1
"Baltimore City, Maryland","13,888","343,854","347,077","345,231","5,762,250,001","1,283",1,1
"Unknown Or Undefined, Maryland","22,852","78,777","79,120","79,646","1,836,550,026","1,784",1,1
Massachusetts,"261,866","3,616,040","3,657,430","3,708,411","65,537,292,198","1,377",1,1
"Barnstable County, Massachusetts","9,615","92,031","98,647","108,607","1,205,645,642",930,1,1
"Berkshire County, Massachusetts","5,254","60,076","61,351","63,604","726,743,714",906,1,1
"Bristol County, Massachusetts","18,125","227,980","230,991","233,417","3,040,840,922","1,013",1,1
"Dukes County, Massachusetts","1,304","7,726","8,923","11,018","117,037,615",976,1,1
"Essex County, Massachusetts","27,170","326,579","330,765","334,705","4,955,995,328","1,153",1,1
"Franklin County, Massachusetts","2,542","26,586","27,310","27,528","294,056,842",833,1,1
"Hampden County, Massachusetts","18,741","213,894","214,764","213,923","2,599,483,827",934,1,1
"Hampshire County, Massachusetts","4,910","66,013","69,065","67,673","853,131,212",971,1,1
"Middlesex County, Massachusetts","56,507","935,553","943,402","954,523","20,234,747,478","1,648",1,1
